placekey,location_name,lat,lon,top_category,sub_category,borough,income_known_devices,income_mixing_score,expected_mixing_score,mixing_residual_z,balance_score,expected_balance_score,balance_residual_z,bootstrap_stability_pct,months_confirmed,evidence_tier,direction
227-225@627-s8n-ygk,Le Moulin a Cafe,40.769855,-73.95196,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,Manhattan,56,0.8978,0.9221,-0.565,0.7143,0.7529,-0.479,,0,none,
22f-224@627-wdj-q2k,Ouri's Fruit,40.597782,-73.96834,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,Brooklyn,144,0.9334,0.9243,0.229,0.7795,0.7451,0.496,,0,none,
224-224@627-s8j-4vz,Stuy Grill,40.735218,-73.980039,Restaurants and Other Eating Places,Full-Service Restaurants,Manhattan,106,0.9517,0.9354,0.472,0.7901,0.776,0.232,,0,none,
225-222@627-rvw-fpv,Paddy's On the Bay,40.810148,-73.803579,Restaurants and Other Eating Places,Full-Service Restaurants,Bronx,81,0.9483,0.9423,0.075,0.7747,0.781,-0.077,,0,none,
225-222@627-s7s-4jv,Vinny's Pizzeria,40.737334,-73.863957,Restaurants and Other Eating Places,Full-Service Restaurants,Queens,167,0.8244,0.8973,-1.574,0.6093,0.7226,-1.615,,0,none,
238-222@627-wc7-jqf,The Mysterious Bookshop,40.714965,-74.009228,Book Stores and News Dealers,Book Stores,Manhattan,95,0.9441,0.967,-0.53,0.7895,0.843,-0.681,,0,none,
25t-223@627-s87-94v,Jz Discount,40.691242,-73.866265,Department Stores,Department Stores,Queens,179,0.868,0.8745,-0.138,0.655,0.6655,-0.135,,0,none,
22b-222@627-s9k-p35,Sal's Deli,40.781449,-73.839336,Restaurants and Other Eating Places,Limited-Service Restaurants,Queens,138,0.9193,0.8855,0.731,0.7083,0.691,0.267,,0,none,
22f-222@627-s65-8vz,Park,40.882934,-73.91521,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,Bronx,194,0.9581,0.9206,0.487,0.7899,0.7479,0.503,,0,none,
228-224@627-s4s-mc5,1 Columbia Deli,40.811726,-73.957756,Restaurants and Other Eating Places,Limited-Service Restaurants,Manhattan,69,0.9389,0.9369,0.107,0.7754,0.7734,0.069,,0,none,
22n-223@627-wfg-6hq,Chapinlandia Corporation,40.634533,-74.0865,Grocery Stores,Convenience Stores,Staten Island,166,0.9788,0.9627,0.254,0.8599,0.8324,0.262,,0,none,
22d-224@627-wg9-jqf,Brooklyn - Church Ave,40.651618,-73.93833,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,Brooklyn,68,0.893,0.9161,-0.705,0.6838,0.7651,-1.281,,0,none,
22g-229@627-s99-cnq,Yunnan Rice Noodle Soup,40.76182,-73.831444,Restaurants and Other Eating Places,Full-Service Restaurants,Queens,204,0.9486,0.9431,0.12,0.7696,0.7543,0.237,,0,none,
22j-222@627-s99-rc5,IHOP,40.764449,-73.809275,Restaurants and Other Eating Places,Full-Service Restaurants,Queens,461,0.927,0.9105,0.36,0.7332,0.7082,0.376,,0,none,
29d-224@627-s8j-zpv,National Hockey League,40.75271,-73.997584,Spectator Sports,Sports Teams and Clubs,Manhattan,210,0.9771,0.9563,0.588,0.875,0.8265,0.699,,0,none,
22y-222@627-wgz-5mk,Baskin Robbins,40.619751,-74.00831,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,Brooklyn,141,0.946,0.9275,0.503,0.7926,0.7429,0.729,,0,none,
235-222@627-s8y-bkz,Gourmet Deli and Beverages,40.682667,-73.979761,Restaurants and Other Eating Places,Limited-Service Restaurants,Brooklyn,83,0.9888,0.9623,0.734,0.8976,0.8351,0.927,,0,none,
zzy-223@627-s8g-c5z,Grace & Ruby's,40.72104,-73.940746,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),Brooklyn,187,0.977,0.9503,0.741,0.865,0.7966,1.017,,0,none,
223-226@627-rw8-m8v,The B Deli Grocery Plus,40.864719,-73.835706,Specialty Food Stores,,Bronx,89,0.991,0.9224,0.897,0.9101,0.7786,1.576,,0,none,
227-223@627-s8k-td9,La Cabra,40.729424,-73.986838,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,Manhattan,96,0.9785,0.9638,0.43,0.862,0.8319,0.449,,0,none,
228-222@627-vsw-92k,Beautifox,40.561116,-74.159616,Personal Care Services,Beauty Salons,Staten Island,70,0.5521,0.6899,-2.415,0.3929,0.4784,-1.022,,0,none,
22d-223@627-s6m-x89,NY Frituras,40.863012,-73.92024,Restaurants and Other Eating Places,Full-Service Restaurants,Manhattan,173,0.8485,0.8581,-0.188,0.6185,0.6042,0.236,,0,none,
22h-222@627-wbt-qvf,The Celly,40.750279,-73.998347,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),Manhattan,95,0.9938,0.9622,0.863,0.9211,0.8181,1.434,,0,none,
22n-223@627-vvk-tjv,Lum Chin,40.585919,-74.093027,Restaurants and Other Eating Places,Restaurants and Other Eating Places,Staten Island,142,0.8876,0.8044,1.416,0.6761,0.5617,1.249,,0,none,
22h-224@627-wf9-9pv,Si Steakhouse,40.592284,-74.067727,Restaurants and Other Eating Places,Restaurants and Other Eating Places,Staten Island,56,0.8473,0.9001,-0.942,0.6071,0.761,-1.798,,0,none,
22d-222@627-wdg-bkz,Pizza On The Run,40.576574,-73.981705,Restaurants and Other Eating Places,Full-Service Restaurants,Brooklyn,186,0.965,0.9498,0.408,0.8468,0.7962,0.745,,0,none,
283-223@627-s8q-94v,Maison De Gateaux Bakery,40.739939,-73.922044,Restaurants and Other Eating Places,Limited-Service Restaurants,Queens,167,0.9339,0.8882,0.99,0.747,0.6878,0.87,,0,none,
zzw-222@627-s4v-z2k,La Diagonal,40.8061,-73.953012,Restaurants and Other Eating Places,Limited-Service Restaurants,Manhattan,147,0.984,0.9584,0.709,0.8793,0.7919,1.224,,0,none,
zzw-222@627-wd9-nyv,P S 215,40.602985,-73.97024,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,Brooklyn,387,0.9236,0.9347,-0.357,0.7422,0.7529,-0.196,,0,none,
222-222@627-s8h-y5f,Sunac Fancy Food,40.744603,-73.991849,Restaurants and Other Eating Places,Full-Service Restaurants,Manhattan,63,0.9879,0.9713,0.479,0.8849,0.8497,0.519,,0,none,
224-224@627-wc9-nt9,Brooklyn Fare,40.710425,-73.991275,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,Manhattan,437,0.9937,0.9215,1.9,0.9279,0.7431,2.541,,0,none,
224-223@627-wg4-d35,Caribbean Top Grill,40.634848,-73.947692,Restaurants and Other Eating Places,Full-Service Restaurants,Brooklyn,54,0.8929,0.9143,-0.657,0.6852,0.7427,-0.916,,0,none,
226-222@627-s8h-vj9,McDonald's,40.741932,-73.993185,Restaurants and Other Eating Places,Limited-Service Restaurants,Manhattan,87,0.9885,0.9678,0.584,0.8966,0.841,0.793,,0,none,
22f-222@627-s9v-n5z,Lenihan's,40.69444,-73.827656,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),Queens,372,0.8997,0.8953,0.097,0.7016,0.7124,-0.138,,0,none,
22n-222@627-s4n-6ff,Amber,40.77492,-73.95707,Restaurants and Other Eating Places,Full-Service Restaurants,Manhattan,137,0.9532,0.9359,0.499,0.8029,0.7707,0.479,,0,none,
22f-222@627-s8y-mc5,Cholula II Deli Grocery,40.694428,-73.958531,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,Brooklyn,81,0.9855,0.9352,1.425,0.8704,0.7774,1.395,,0,none,
22g-222@627-s8j-2x5,Vineyard Theatre,40.734871,-73.988379,"Promoters of Performing Arts, Sports, and Similar Events","Promoters of Performing Arts, Sports, and Similar Events with Facilities",Manhattan,84,0.9727,0.9606,0.365,0.8452,0.8296,0.254,,0,none,
233-228@627-rvb-xnq,Convenience Mart,40.850014,-73.787277,Grocery Stores,Convenience Stores,Bronx,128,0.9116,0.9096,0.022,0.7188,0.716,0.032,,0,none,
235-227@627-s7r-3qz,Ridgewood Taco Factory,40.704858,-73.901863,Restaurants and Other Eating Places,Full-Service Restaurants,Queens,88,0.9296,0.8854,0.959,0.7273,0.6821,0.668,,0,none,
23m-222@627-s8v-dn5,Room.24k,40.679556,-73.952833,Restaurants and Other Eating Places,Full-Service Restaurants,Brooklyn,320,0.9772,0.956,0.579,0.8516,0.8194,0.461,,0,none,
22q-222@627-s8z-xdv,Western Beef,40.66309,-73.959821,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,Brooklyn,418,0.9616,0.9631,-0.078,0.808,0.8404,-0.53,,0,none,
23h-222@627-wh3-87q,Brooklyn Burgers & Beer,40.674446,-73.981697,Restaurants and Other Eating Places,Full-Service Restaurants,Brooklyn,94,0.9131,0.9361,-0.704,0.7021,0.7888,-1.364,,0,none,
zzw-223@627-s9t-wkz,Austin House Restaurant,40.719182,-73.842479,Restaurants and Other Eating Places,Full-Service Restaurants,Queens,53,0.9488,0.8861,1.358,0.783,0.7148,0.998,,0,none,
223-223@627-s8m-f75,East River Walk,40.728357,-73.975947,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,Manhattan,326,0.9505,0.9436,0.232,0.786,0.8039,-0.199,,0,none,
226-222@627-vsy-4d9,Key Food,40.552853,-74.194061,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,Staten Island,380,0.5721,0.7913,-3.827,0.4079,0.6836,-3.181,,0,none,
226-222@627-wg4-5vf,YouCake,40.62502,-73.957676,Restaurants and Other Eating Places,Limited-Service Restaurants,Brooklyn,184,0.9401,0.9296,0.269,0.7323,0.767,-0.564,,0,none,
zzz-222@627-s87-qmk,P S 90,40.696446,-73.83937,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,Queens,102,0.8823,0.8781,0.093,0.7279,0.688,0.591,,0,none,
zzz-222@627-s9h-8y9,Flushing Fields,40.776059,-73.817457,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,Queens,655,0.9401,0.919,0.458,0.7462,0.733,0.207,,0,none,
226-223@627-s87-3nq,Compadres Restaurant,40.680294,-73.84609,Restaurants and Other Eating Places,Full-Service Restaurants,Queens,223,0.8962,0.8922,0.088,0.6794,0.6895,-0.129,,0,none,
222-222@627-s84-kmk,Green Craft Coffee,40.669132,-73.904405,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,Brooklyn,217,0.8465,0.9047,-1.726,0.6336,0.6978,-1.018,,0,none,
22c-223@627-wd9-tqf,Knapp Street Pizza,40.590349,-73.973232,Restaurants and Other Eating Places,,Brooklyn,208,0.9241,0.9278,-0.141,0.7188,0.7295,-0.198,,0,none,
22d-222@627-s4v-mzf,City Fresh Market,40.800922,-73.938147,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,Manhattan,231,0.8858,0.8947,-0.169,0.7035,0.7021,0.061,,0,none,
22m-222@627-tkc-nkf,Best Price Discounts,40.602128,-73.753531,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,Queens,171,0.9088,0.9149,-0.128,0.769,0.7576,0.18,,0,none,
22b-222@627-s8k-r8v,Key Food,40.72395,-73.984625,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,Manhattan,81,0.9326,0.9495,-0.376,0.7438,0.8043,-0.775,,0,none,
22f-222@627-s7z-92k,Fan talks,40.674277,-73.87687,Performing Arts Companies,Other Performing Arts Companies,Brooklyn,91,0.8969,0.9201,-0.71,0.717,0.7357,-0.32,,0,none,
223-225@627-vvf-kj9,Ariella's Restaurant,40.565628,-74.100295,Restaurants and Other Eating Places,Limited-Service Restaurants,Staten Island,168,0.817,0.831,-0.268,0.6116,0.6697,-0.709,,0,none,
223-22b@627-s8r-d9z,Handcraft Burgers and Brew,40.753745,-73.985859,Restaurants and Other Eating Places,Limited-Service Restaurants,Manhattan,77,0.9647,0.9744,-0.191,0.8084,0.8563,-0.605,,0,none,
224-222@627-s93-8qf,SHM Bagel Coffee Shop,40.71264,-73.938297,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,Brooklyn,166,0.9647,0.9513,0.354,0.8373,0.8078,0.421,,0,none,
238-224@627-s4n-vfz,L B Coffee,40.774595,-73.948407,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,Manhattan,62,0.8385,0.9253,-2.162,0.6129,0.7519,-1.837,,0,none,
zzw-222@627-s6c-kzz,Don Chile,40.816667,-73.896202,Restaurants and Other Eating Places,Full-Service Restaurants,Bronx,468,0.7201,0.7489,-0.382,0.5064,0.517,-0.128,,0,none,
zzw-229@627-s4r-s5z,Van Leeuwen Artisan Ice Cream,40.777025,-73.978772,Restaurants and Other Eating Places,Limited-Service Restaurants,Manhattan,91,0.8627,0.9321,-1.716,0.6319,0.7692,-1.814,,0,none,
227-222@627-s4n-4gk,Sushi Gama,40.769681,-73.957978,Restaurants and Other Eating Places,Full-Service Restaurants,Manhattan,212,0.9192,0.946,-0.629,0.7193,0.7922,-0.943,,0,none,
22n-222@627-wgb-gp9,Brooklyn Public Library - Rugby Library,40.648676,-73.930373,Other Information Services,Libraries and Archives,Brooklyn,79,0.9688,0.9184,1.427,0.8196,0.7453,1.109,,0,none,
22s-222@627-s4s-ch5,Starbucks,40.815056,-73.959099,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,Manhattan,219,0.9608,0.9417,0.545,0.8037,0.7962,0.143,,0,none,
224-224@627-s6d-f2k,Moe's Gourmet Deli,40.828657,-73.9379,Restaurants and Other Eating Places,Limited-Service Restaurants,Manhattan,100,0.8502,0.867,-0.373,0.6,0.6691,-0.892,,0,none,
225-226@627-sb2-ghq,Jib Lanes,40.732887,-73.810199,Other Amusement and Recreation Industries,Bowling Centers,Queens,350,0.9461,0.8999,0.999,0.8,0.7019,1.429,,0,none,
226-223@627-wgx-rrk,Monarcas Deli,40.641442,-74.021495,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,Brooklyn,1243,0.9761,0.9516,0.675,0.8534,0.8053,0.706,,0,none,
zzy-22m@627-s9q-nt9,Friends of Rufus King Park,40.705591,-73.799233,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,Queens,102,0.9743,0.9062,1.472,0.8627,0.7236,2.02,,0,none,
22q-222@627-s69-sqz,House of Cheng,40.831659,-73.921917,Restaurants and Other Eating Places,Full-Service Restaurants,Bronx,143,0.6247,0.6571,-0.428,0.3986,0.4387,-0.481,,0,none,
22s-223@627-s8b-sbk,Hermanos Barrientos Mini Market,40.6877,-73.869228,Grocery Stores,,Brooklyn,80,0.8614,0.9245,-1.869,0.7188,0.753,-0.559,,0,none,
22m-222@627-s4r-3qz,Subway,40.768479,-73.98878,Restaurants and Other Eating Places,Limited-Service Restaurants,Manhattan,115,0.9933,0.9306,1.658,0.9348,0.7679,2.298,,0,none,
232-222@627-s6h-5cq,McDonald's,40.854367,-73.907287,Restaurants and Other Eating Places,Limited-Service Restaurants,Bronx,86,0.6083,0.6797,-0.941,0.3953,0.4785,-0.998,,0,none,
zzw-225@627-wc7-wtv,Pinks Cantina,40.722303,-73.9919,Restaurants and Other Eating Places,Limited-Service Restaurants,Manhattan,72,0.986,0.974,0.362,0.9062,0.8607,0.658,,0,none,
zzz-222@627-tkc-s89,M S 53,40.604568,-73.750069,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,Queens,73,0.9289,0.9025,0.573,0.7568,0.7675,-0.137,,0,none,
zzw-223@627-rww-w8v,American Turners New York,40.830721,-73.81548,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,Bronx,78,0.9177,0.9391,-0.285,0.6827,0.7742,-1.098,,0,none,
225-226@627-s8k-249,Poke Bar,40.751069,-73.98794,Restaurants and Other Eating Places,Limited-Service Restaurants,Manhattan,101,0.9974,0.9768,0.581,0.9554,0.8626,1.297,,0,none,
22g-225@627-s8b-4sq,Faro Sport Bar & Lounge,40.682879,-73.875238,Drinking Places (Alcoholic Beverages),,Brooklyn,154,0.9434,0.9332,0.259,0.776,0.7678,0.094,,0,none,
22d-223@627-wdh-qj9,Kings Valley Fruit,40.609312,-73.95664,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,Brooklyn,232,0.9228,0.9297,-0.234,0.6972,0.7384,-0.666,,0,none,
228-222@627-s9j-mtv,Canaan Bread,40.764068,-73.808497,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,Queens,544,0.9351,0.9173,0.388,0.7413,0.7186,0.344,,0,none,
237-223@627-s9t-rkz,Sitting Area,40.716026,-73.838732,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,Queens,62,0.8623,0.896,-0.725,0.5927,0.6979,-1.497,,0,none,
237-224@627-wdh-j9z,Superior Kosher Fish,40.618014,-73.958842,Specialty Food Stores,,Brooklyn,119,0.9806,0.9222,1.66,0.8592,0.7459,1.708,,0,none,
zzy-22h@627-s7s-pjv,Chimi Los Primos Kitchen,40.746596,-73.857097,Restaurants and Other Eating Places,Full-Service Restaurants,Queens,116,0.9013,0.868,0.721,0.7155,0.6758,0.588,,0,none,
224-224@627-vsp-2rk,O Sfizio Ristorante,40.529445,-74.161651,Restaurants and Other Eating Places,Full-Service Restaurants,Staten Island,1112,0.7487,0.7944,-0.818,0.5468,0.6027,-0.686,,0,none,
228-223@627-s88-t5f,Adrian & Rocky's Catering,40.676464,-73.844043,Special Food Services,Caterers,Queens,648,0.9336,0.9192,0.313,0.767,0.7289,0.564,,0,none,
zzz-222@627-s7k-fj9,Quick Brown Fox Triangle,40.727779,-73.888845,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,Queens,1234,0.9555,0.9287,0.58,0.8019,0.7315,1.029,,0,none,
zzz-222@627-vtx-rhq,Joe Holzka Community Garden,40.634491,-74.121624,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,Staten Island,121,0.9633,0.9656,-0.065,0.8202,0.817,-0.014,,0,none,
222-222@627-s8x-3wk,Saratoga Market,40.671832,-73.916749,Restaurants and Other Eating Places,Limited-Service Restaurants,Brooklyn,194,0.915,0.9304,-0.484,0.7513,0.7751,-0.399,,0,none,
zzy-229@627-sb9-pjv,Rio Bonito,40.755928,-73.927918,Restaurants and Other Eating Places,Full-Service Restaurants,Queens,99,0.9001,0.9122,-0.26,0.7045,0.7498,-0.635,,0,none,
22g-224@627-s8x-xnq,Branded Saloon,40.679274,-73.968075,Restaurants and Other Eating Places,Full-Service Restaurants,Brooklyn,71,0.9626,0.9342,0.79,0.7993,0.7802,0.26,,0,none,
22h-222@627-s7q-yy9,La Plazita Organic,40.702234,-73.906937,Specialty Food Stores,,Queens,100,0.8835,0.8942,-0.23,0.675,0.6928,-0.24,,0,none,
22w-222@627-s7w-52k,Happiness Deli,40.736901,-73.899162,Specialty Food Stores,All Other Specialty Food Stores,Queens,256,0.8306,0.891,-1.302,0.6123,0.6889,-1.087,,0,none,
224-222@627-vvc-5mk,Chipotle Mexican Grill,40.567891,-74.111398,Restaurants and Other Eating Places,Limited-Service Restaurants,Staten Island,288,0.8483,0.8903,-0.753,0.6259,0.7006,-0.899,,0,none,
224-222@627-wgb-mhq,Kennedy Fried Chicken,40.650252,-73.930476,Restaurants and Other Eating Places,Full-Service Restaurants,Brooklyn,160,0.961,0.9253,0.999,0.8125,0.7627,0.733,,0,none,
225-222@627-s2c-92k,Tastee Jerk,40.706379,-73.757487,Restaurants and Other Eating Places,Restaurants and Other Eating Places,Queens,66,0.8483,0.8702,-0.471,0.5909,0.673,-1.165,,0,none,
229-222@627-s83-yqf,Domino's Pizza,40.672378,-73.891381,Restaurants and Other Eating Places,Limited-Service Restaurants,Brooklyn,177,0.8846,0.9042,-0.604,0.6596,0.7178,-0.926,,0,none,
zzy-224@627-wc7-xnq,Company Gallery,40.720081,-73.995339,"Arts, Entertainment, and Recreation",,Manhattan,176,0.9683,0.9758,-0.135,0.8267,0.8631,-0.449,,0,none,
226-223@627-s6m-575,Fountain Bookshop,40.855383,-73.937075,Book Stores and News Dealers,Book Stores,Manhattan,64,0.968,0.9206,1.268,0.8359,0.7552,1.133,,0,none,
227-22t@627-wf9-pn5,Grill N Chill Deli,40.596436,-74.085279,Grocery Stores,Convenience Stores,Staten Island,490,0.9184,0.9256,-0.15,0.7143,0.7176,-0.087,,0,none,
227-225@627-s5x-j9z,Sushi Mambo Express,40.878357,-73.904206,Restaurants and Other Eating Places,Restaurants and Other Eating Places,Bronx,141,0.938,0.8053,1.738,0.7642,0.5716,2.307,,0,none,
228-222@627-wc7-8vz,Shinsen,40.71557,-73.996715,Restaurants and Other Eating Places,Full-Service Restaurants,Manhattan,64,0.9773,0.972,0.189,0.8711,0.8531,0.286,,0,none,
22v-22j@627-sb9-jqf,Agenda Restaurant,40.768239,-73.920612,Restaurants and Other Eating Places,Full-Service Restaurants,Queens,130,0.9259,0.92,0.131,0.7596,0.7578,0.043,,0,none,
224-22f@627-s8j-kmk,Crunch,40.745016,-73.977035,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,Manhattan,189,0.9851,0.955,0.823,0.8902,0.8188,1.007,,0,none,
zzz-222@627-s5x-389,Inwood Hill Park,40.868565,-73.923301,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,Manhattan,121,0.9773,0.9261,1.364,0.8492,0.7631,1.206,,0,none,
zzz-222@627-vvc-p7q,P S 41,40.573435,-74.108177,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,Staten Island,200,0.8245,0.8415,-0.32,0.6375,0.6256,0.085,,0,none,
22s-223@627-s6g-nkf,Peoples Choice Meat Mkt Gr,40.81586,-73.916677,Specialty Food Stores,Meat Markets,Bronx,191,0.6532,0.6637,-0.141,0.4398,0.4393,0.004,,0,none,
226-222@627-s93-rtv,Focaccia Farmer,40.706147,-73.91356,Restaurants and Other Eating Places,Full-Service Restaurants,Queens,78,0.9026,0.8743,0.613,0.6923,0.6835,0.143,,0,none,
238-225@627-rwx-nkf,Ruby's Restaurant,40.842467,-73.867808,Restaurants and Other Eating Places,Full-Service Restaurants,Bronx,96,0.8264,0.8878,-0.809,0.5885,0.6751,-1.038,,0,none,
23z-224@627-s8r-vs5,The Broadway Wig,40.762002,-73.965138,Restaurants and Other Eating Places,Full-Service Restaurants,Manhattan,59,0.9597,0.9561,0.148,0.8008,0.8081,-0.055,,0,none,
26h-222@627-rwb-3h5,D&J Deli Gourmet & Food,40.879093,-73.874889,Specialty Food Stores,Meat Markets,Bronx,74,0.8048,0.7131,1.199,0.6047,0.4922,1.348,,0,none,
22d-222@627-s69-4qf,Concourse Deli,40.835755,-73.915914,Restaurants and Other Eating Places,Limited-Service Restaurants,Bronx,330,0.6871,0.6798,0.093,0.4394,0.4671,-0.333,,0,none,
zzy-22b@627-wdh-tvz,Corporal Wiltshire Square,40.61087,-73.953388,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,Brooklyn,1078,0.9573,0.9519,0.124,0.7892,0.8006,-0.208,,0,none,
